growth_rate,production,is_pareto,n_batch,n_start,n_candidates,init_growth_rate,init_production
0.57807285,0.0,False,100,50,15,0.85,0.021073837077251217
0.0,0.045370013,False,100,50,15,0.85,0.021073837077251217
0.0,0.062061094,False,100,50,15,0.85,0.021073837077251217
1.4657371e-13,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.0,False,100,50,15,0.85,0.021073837077251217
0.0,0.057449106,False,100,50,15,0.85,0.021073837077251217
0.0,0.056157168,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.0,0.06370512,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.0556576,False,100,50,15,0.85,0.021073837077251217
0.0,0.061826337,False,100,50,15,0.85,0.021073837077251217
0.85,0.021383641,False,100,50,15,0.85,0.021073837077251217
0.85,0.024032643,False,100,50,15,0.85,0.021073837077251217
0.0,0.05337487,False,100,50,15,0.85,0.021073837077251217
0.85,0.01984403,False,100,50,15,0.85,0.021073837077251217
0.85,0.027421566,False,100,50,15,0.85,0.021073837077251217
0.85,0.0270202,False,100,50,15,0.85,0.021073837077251217
1.4107375e-16,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.0,False,100,50,15,0.85,0.021073837077251217
0.85,0.02295228,False,100,50,15,0.85,0.021073837077251217
1.36840985e-14,0.06379621,False,100,50,15,0.85,0.021073837077251217
0.0,0.06378979,False,100,50,15,0.85,0.021073837077251217
0.0,0.063769884,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
3.6573758e-13,0.06380084,True,100,50,15,0.85,0.021073837077251217
0.85,0.027440388,False,100,50,15,0.85,0.021073837077251217
0.85,0.018497096,False,100,50,15,0.85,0.021073837077251217
0.85,0.026409661,False,100,50,15,0.85,0.021073837077251217
0.0,0.06194808,False,100,50,15,0.85,0.021073837077251217
0.0,0.061500598,False,100,50,15,0.85,0.021073837077251217
0.85,0.027087715,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.021264696,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.026431918,False,100,50,15,0.85,0.021073837077251217
0.85,0.027149575,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.016720429,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.01739626,False,100,50,15,0.85,0.021073837077251217
0.0,0.0563298,False,100,50,15,0.85,0.021073837077251217
0.85,0.02716486,False,100,50,15,0.85,0.021073837077251217
0.0,0.06253933,False,100,50,15,0.85,0.021073837077251217
0.85,0.027064385,False,100,50,15,0.85,0.021073837077251217
0.85,0.02206013,False,100,50,15,0.85,0.021073837077251217
1.491932e-15,0.06312999,False,100,50,15,0.85,0.021073837077251217
0.0,0.05629626,False,100,50,15,0.85,0.021073837077251217
1.8024247e-13,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
1.7110492e-16,0.06360656,False,100,50,15,0.85,0.021073837077251217
0.85,0.027524907,False,100,50,15,0.85,0.021073837077251217
0.85,0.020836871,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
2.0665825e-15,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.02344366,False,100,50,15,0.85,0.021073837077251217
0.0,0.06379588,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.85,0.026921155,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.02247936,False,100,50,15,0.85,0.021073837077251217
0.85,0.025320023,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.0,0.062974714,False,100,50,15,0.85,0.021073837077251217
0.0137866605,0.0608727,False,100,50,15,0.85,0.021073837077251217
0.85,0.027473575,False,100,50,15,0.85,0.021073837077251217
0.85,0.02635984,False,100,50,15,0.85,0.021073837077251217
0.85,0.027108928,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.061221316,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.022765122,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.061720964,False,100,50,15,0.85,0.021073837077251217
0.85,0.027517185,False,100,50,15,0.85,0.021073837077251217
0.85,0.02096763,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.85,0.023183722,False,100,50,15,0.85,0.021073837077251217
0.0024538701,0.046246577,False,100,50,15,0.85,0.021073837077251217
0.0,0.06168683,False,100,50,15,0.85,0.021073837077251217
0.0,0.06210727,False,100,50,15,0.85,0.021073837077251217
0.85,0.026930613,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
2.7585513e-13,0.061429385,False,100,50,15,0.85,0.021073837077251217
4.9600598e-15,0.06332518,False,100,50,15,0.85,0.021073837077251217
0.85,0.021804662,False,100,50,15,0.85,0.021073837077251217
0.85,0.015931044,False,100,50,15,0.85,0.021073837077251217
1.8484706e-13,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
1.0076419e-13,0.060558345,False,100,50,15,0.85,0.021073837077251217
0.0,0.053165313,False,100,50,15,0.85,0.021073837077251217
0.85,0.004940845,False,100,50,15,0.85,0.021073837077251217
0.0,0.053218313,False,100,50,15,0.85,0.021073837077251217
0.0,0.05885019,False,100,50,15,0.85,0.021073837077251217
0.0,0.054496013,False,100,50,15,0.85,0.021073837077251217
0.85,0.02662197,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.05384673,False,100,50,15,0.85,0.021073837077251217
1.7222884e-13,0.052574154,False,100,50,15,0.85,0.021073837077251217
8.3182505e-14,0.051422663,False,100,50,15,0.85,0.021073837077251217
5.874456e-15,0.0612513,False,100,50,15,0.85,0.021073837077251217
0.0,0.051422663,False,100,50,15,0.85,0.021073837077251217
0.85,0.026073568,False,100,50,15,0.85,0.021073837077251217
0.0,0.051422663,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
1.5713357e-13,0.058151018,False,100,50,15,0.85,0.021073837077251217
0.0,0.0,False,100,50,15,0.85,0.021073837077251217
0.0,0.043492172,False,100,50,15,0.85,0.021073837077251217
0.036092535,0.04997325,False,100,50,15,0.85,0.021073837077251217
0.0,0.05853702,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.14746667,0.05751229,True,100,50,15,0.85,0.021073837077251217
4.7204135e-13,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.07702764,0.060516085,True,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.01962188,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027350338,False,100,50,15,0.85,0.021073837077251217
0.6297926,0.0,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.013146005,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.025079615,False,100,50,15,0.85,0.021073837077251217
1.18801334e-14,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.019528411,False,100,50,15,0.85,0.021073837077251217
0.85,0.027421853,False,100,50,15,0.85,0.021073837077251217
1.5090844e-12,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.063795276,False,100,50,15,0.85,0.021073837077251217
0.85,0.027373347,False,100,50,15,0.85,0.021073837077251217
2.0172763e-12,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.026651604,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.05284011,0.061547536,True,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
1.4143016e-15,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.018603045,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.022018684,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
3.601726e-15,0.06329219,False,100,50,15,0.85,0.021073837077251217
0.0,0.06304004,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
1.4107375e-16,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.063689336,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.026141241,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.051939335,False,100,50,15,0.85,0.021073837077251217
0.7445523,0.0,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.063448295,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
1.5588308e-29,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027183386,False,100,50,15,0.85,0.021073837077251217
0.0,0.063798524,False,100,50,15,0.85,0.021073837077251217
0.0,0.063444465,False,100,50,15,0.85,0.021073837077251217
0.85,0.025839863,False,100,50,15,0.85,0.021073837077251217
0.85,0.0064345174,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.026244929,False,100,50,15,0.85,0.021073837077251217
0.0,0.06346074,False,100,50,15,0.85,0.021073837077251217
0.0,0.0,False,100,50,15,0.85,0.021073837077251217
0.85,0.026966948,False,100,50,15,0.85,0.021073837077251217
0.85,0.023989318,False,100,50,15,0.85,0.021073837077251217
9.939144e-16,0.061475437,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06359966,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06379795,False,100,50,15,0.85,0.021073837077251217
0.85,0.027517185,False,100,50,15,0.85,0.021073837077251217
1.1621946e-16,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.026615806,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.025595434,False,100,50,15,0.85,0.021073837077251217
0.85,0.026048714,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.021497194,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
1.3007e-13,0.06380084,False,100,50,15,0.85,0.021073837077251217
5.783406e-14,0.06380084,True,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.032125007,False,100,50,15,0.85,0.021073837077251217
0.0,0.06343338,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.057839498,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
5.1252984e-14,0.06380084,True,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.023996515,False,100,50,15,0.85,0.021073837077251217
0.85,0.024758896,False,100,50,15,0.85,0.021073837077251217
0.0,0.0,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.17700414,0.0562527,True,100,50,15,0.85,0.021073837077251217
1.1465764e-14,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.024463689,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.0,False,100,50,15,0.85,0.021073837077251217
0.8115356,0.0,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.0036664717,False,100,50,15,0.85,0.021073837077251217
0.0,0.063568935,False,100,50,15,0.85,0.021073837077251217
0.0,0.063253924,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.017569516,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.021017225,False,100,50,15,0.85,0.021073837077251217
0.0,0.06175321,False,100,50,15,0.85,0.021073837077251217
0.00045467628,0.06142475,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.0,0.057568774,False,100,50,15,0.85,0.021073837077251217
0.0,0.0553036,False,100,50,15,0.85,0.021073837077251217
0.85,0.022179767,False,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
5.3123365e-16,0.0637899,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
0.85,0.025980862,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06380084,False,100,50,15,0.85,0.021073837077251217
3.2143863e-15,0.06380084,True,100,50,15,0.85,0.021073837077251217
0.85,0.027544592,False,100,50,15,0.85,0.021073837077251217
0.85,0.025903102,False,100,50,15,0.85,0.021073837077251217
0.85,0.027542287,False,100,50,15,0.85,0.021073837077251217
0.0,0.061429385,False,100,50,15,0.85,0.021073837077251217
0.0,0.06378702,False,100,50,15,0.85,0.021073837077251217
0.85,0.027523514,False,100,50,15,0.85,0.021073837077251217
0.0,0.047020517,False,100,50,15,0.85,0.021073837077251217
2.5965633e-17,0.041738756,False,100,50,15,0.85,0.021073837077251217
