cost,production,is_pareto,n_batch,n_start,n_candidates,init_cost,init_production
1918.5128,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
324.136,0.037941393,False,100,50,15,2210.8624803400003,0.021073837077251217
1407.4176,0.011529686,False,100,50,15,2210.8624803400003,0.021073837077251217
791.9388,0.004359342,False,100,50,15,2210.8624803400003,0.021073837077251217
1562.0743,0.008782908,False,100,50,15,2210.8624803400003,0.021073837077251217
401.85617,0.042259008,False,100,50,15,2210.8624803400003,0.021073837077251217
1301.0874,0.008956889,False,100,50,15,2210.8624803400003,0.021073837077251217
1366.9717,0.010198775,False,100,50,15,2210.8624803400003,0.021073837077251217
1033.0818,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1000.8923,0.0094228005,False,100,50,15,2210.8624803400003,0.021073837077251217
2252.2656,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
799.82874,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1607.5021,0.004676156,False,100,50,15,2210.8624803400003,0.021073837077251217
490.13495,0.044803895,False,100,50,15,2210.8624803400003,0.021073837077251217
1273.0618,0.0063532563,False,100,50,15,2210.8624803400003,0.021073837077251217
1288.3811,0.0063386015,False,100,50,15,2210.8624803400003,0.021073837077251217
919.288,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1240.1029,0.0003379026,False,100,50,15,2210.8624803400003,0.021073837077251217
988.72864,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1049.459,0.015505163,False,100,50,15,2210.8624803400003,0.021073837077251217
2007.7955,0.008483483,False,100,50,15,2210.8624803400003,0.021073837077251217
865.75336,0.0031889759,False,100,50,15,2210.8624803400003,0.021073837077251217
1056.8888,0.002854368,False,100,50,15,2210.8624803400003,0.021073837077251217
1569.2639,0.014821397,False,100,50,15,2210.8624803400003,0.021073837077251217
221.89354,0.025333319,False,100,50,15,2210.8624803400003,0.021073837077251217
310.23288,0.03790726,False,100,50,15,2210.8624803400003,0.021073837077251217
2882.362,0.057671253,False,100,50,15,2210.8624803400003,0.021073837077251217
843.7736,0.0019152169,False,100,50,15,2210.8624803400003,0.021073837077251217
162.9487,0.0032781907,False,100,50,15,2210.8624803400003,0.021073837077251217
386.37238,0.04569598,False,100,50,15,2210.8624803400003,0.021073837077251217
762.80096,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1525.8076,0.018242776,False,100,50,15,2210.8624803400003,0.021073837077251217
1023.90753,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
903.7784,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1478.2782,0.010857429,False,100,50,15,2210.8624803400003,0.021073837077251217
2263.9329,0.054811332,False,100,50,15,2210.8624803400003,0.021073837077251217
2484.9226,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1976.1799,0.012508091,False,100,50,15,2210.8624803400003,0.021073837077251217
2399.3813,0.008497441,False,100,50,15,2210.8624803400003,0.021073837077251217
1000.51465,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1338.0111,0.011002512,False,100,50,15,2210.8624803400003,0.021073837077251217
1439.8258,0.01461705,False,100,50,15,2210.8624803400003,0.021073837077251217
1044.5366,0.0026878908,False,100,50,15,2210.8624803400003,0.021073837077251217
591.99036,0.048034187,False,100,50,15,2210.8624803400003,0.021073837077251217
1059.8379,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2331.3823,0.0065049785,False,100,50,15,2210.8624803400003,0.021073837077251217
2108.787,0.013005552,False,100,50,15,2210.8624803400003,0.021073837077251217
1581.1124,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2531.7073,0.05628115,False,100,50,15,2210.8624803400003,0.021073837077251217
1597.8578,0.013528437,False,100,50,15,2210.8624803400003,0.021073837077251217
2760.6865,0.0031375182,False,100,50,15,2210.8624803400003,0.021073837077251217
921.16846,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2531.5002,0.0038142612,False,100,50,15,2210.8624803400003,0.021073837077251217
927.788,0.0032012686,False,100,50,15,2210.8624803400003,0.021073837077251217
2275.7112,0.054589212,False,100,50,15,2210.8624803400003,0.021073837077251217
2749.3325,0.019873995,False,100,50,15,2210.8624803400003,0.021073837077251217
1563.9651,0.051077932,False,100,50,15,2210.8624803400003,0.021073837077251217
252.09454,0.028767567,False,100,50,15,2210.8624803400003,0.021073837077251217
1087.6058,0.050731663,False,100,50,15,2210.8624803400003,0.021073837077251217
2616.9263,0.056777135,False,100,50,15,2210.8624803400003,0.021073837077251217
386.9413,0.042429242,False,100,50,15,2210.8624803400003,0.021073837077251217
2382.3035,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1660.6567,0.012247344,False,100,50,15,2210.8624803400003,0.021073837077251217
1994.6489,0.01015066,False,100,50,15,2210.8624803400003,0.021073837077251217
1827.3873,0.025256967,False,100,50,15,2210.8624803400003,0.021073837077251217
718.7143,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2223.737,0.013658793,False,100,50,15,2210.8624803400003,0.021073837077251217
1901.1251,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
382.74384,0.03794048,False,100,50,15,2210.8624803400003,0.021073837077251217
987.6326,0.010439621,False,100,50,15,2210.8624803400003,0.021073837077251217
1962.0359,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1791.8132,0.04522693,False,100,50,15,2210.8624803400003,0.021073837077251217
1562.2047,0.02063494,False,100,50,15,2210.8624803400003,0.021073837077251217
853.57635,0.050360665,False,100,50,15,2210.8624803400003,0.021073837077251217
984.79736,0.04452622,False,100,50,15,2210.8624803400003,0.021073837077251217
244.08841,0.002493859,False,100,50,15,2210.8624803400003,0.021073837077251217
1559.5609,0.0039144456,False,100,50,15,2210.8624803400003,0.021073837077251217
1737.6904,0.057291698,False,100,50,15,2210.8624803400003,0.021073837077251217
68.626785,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1906.6722,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1194.4939,0.028754298,False,100,50,15,2210.8624803400003,0.021073837077251217
980.05414,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1975.7721,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1726.8704,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1674.4149,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1435.3828,0.014955895,False,100,50,15,2210.8624803400003,0.021073837077251217
398.15378,0.04425905,False,100,50,15,2210.8624803400003,0.021073837077251217
186.70352,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
344.3773,0.041251525,False,100,50,15,2210.8624803400003,0.021073837077251217
1452.343,0.056178182,True,100,50,15,2210.8624803400003,0.021073837077251217
922.9641,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
610.68286,0.042480983,False,100,50,15,2210.8624803400003,0.021073837077251217
1980.1987,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
741.672,0.011315377,False,100,50,15,2210.8624803400003,0.021073837077251217
2116.211,0.039079923,False,100,50,15,2210.8624803400003,0.021073837077251217
997.5708,0.00045458123,False,100,50,15,2210.8624803400003,0.021073837077251217
917.4838,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2275.3481,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2127.577,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1095.909,0.024501989,False,100,50,15,2210.8624803400003,0.021073837077251217
2109.7256,0.01742175,False,100,50,15,2210.8624803400003,0.021073837077251217
2469.888,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1447.5929,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
384.27408,0.045707427,False,100,50,15,2210.8624803400003,0.021073837077251217
1475.4619,0.05633486,True,100,50,15,2210.8624803400003,0.021073837077251217
962.5643,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
882.2902,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
892.56476,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1955.9465,0.0118414285,False,100,50,15,2210.8624803400003,0.021073837077251217
1056.5402,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
950.424,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1968.5675,0.00026166323,False,100,50,15,2210.8624803400003,0.021073837077251217
2392.5376,0.017842127,False,100,50,15,2210.8624803400003,0.021073837077251217
2111.6992,0.006285885,False,100,50,15,2210.8624803400003,0.021073837077251217
841.6283,0.01716161,False,100,50,15,2210.8624803400003,0.021073837077251217
1163.5616,0.0032300784,False,100,50,15,2210.8624803400003,0.021073837077251217
2006.4114,0.015463845,False,100,50,15,2210.8624803400003,0.021073837077251217
1107.6024,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1027.9095,0.05244905,False,100,50,15,2210.8624803400003,0.021073837077251217
106.93374,0.0018489992,False,100,50,15,2210.8624803400003,0.021073837077251217
804.59204,0.050157037,False,100,50,15,2210.8624803400003,0.021073837077251217
1130.8463,0.02712318,False,100,50,15,2210.8624803400003,0.021073837077251217
1523.8564,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
278.0398,0.033031557,False,100,50,15,2210.8624803400003,0.021073837077251217
799.89124,0.049812276,False,100,50,15,2210.8624803400003,0.021073837077251217
405.85947,0.044999026,False,100,50,15,2210.8624803400003,0.021073837077251217
2211.9492,0.04797056,False,100,50,15,2210.8624803400003,0.021073837077251217
1429.7288,0.053973075,False,100,50,15,2210.8624803400003,0.021073837077251217
2324.4663,0.040621087,False,100,50,15,2210.8624803400003,0.021073837077251217
1360.4575,0.04370089,False,100,50,15,2210.8624803400003,0.021073837077251217
2406.4395,0.0056796405,False,100,50,15,2210.8624803400003,0.021073837077251217
2150.315,0.015508813,False,100,50,15,2210.8624803400003,0.021073837077251217
1223.3845,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1121.207,0.05229767,False,100,50,15,2210.8624803400003,0.021073837077251217
358.507,0.04610643,False,100,50,15,2210.8624803400003,0.021073837077251217
1210.8956,0.015402516,False,100,50,15,2210.8624803400003,0.021073837077251217
1698.5231,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
219.03673,0.028790966,False,100,50,15,2210.8624803400003,0.021073837077251217
457.60062,0.04859868,False,100,50,15,2210.8624803400003,0.021073837077251217
620.898,0.044437107,False,100,50,15,2210.8624803400003,0.021073837077251217
1168.1464,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
943.4519,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
908.04114,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1587.965,0.037385244,False,100,50,15,2210.8624803400003,0.021073837077251217
592.25586,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1007.43176,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
982.56,0.03735583,False,100,50,15,2210.8624803400003,0.021073837077251217
677.7409,0.049755707,False,100,50,15,2210.8624803400003,0.021073837077251217
679.9977,0.02616565,False,100,50,15,2210.8624803400003,0.021073837077251217
336.2732,0.044897415,False,100,50,15,2210.8624803400003,0.021073837077251217
1062.4559,0.05279676,False,100,50,15,2210.8624803400003,0.021073837077251217
1051.553,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2629.2842,0.0071914033,False,100,50,15,2210.8624803400003,0.021073837077251217
542.4325,0.049509127,False,100,50,15,2210.8624803400003,0.021073837077251217
1788.7919,0.05799348,True,100,50,15,2210.8624803400003,0.021073837077251217
941.5092,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1026.7412,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
7.764724,0.0,True,100,50,15,2210.8624803400003,0.021073837077251217
808.9094,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1635.2115,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1774.8047,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1512.1165,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1684.331,0.015098537,False,100,50,15,2210.8624803400003,0.021073837077251217
593.5614,0.043662865,False,100,50,15,2210.8624803400003,0.021073837077251217
2341.8306,0.0106495945,False,100,50,15,2210.8624803400003,0.021073837077251217
628.21344,0.046776325,False,100,50,15,2210.8624803400003,0.021073837077251217
2188.8132,0.0056066755,False,100,50,15,2210.8624803400003,0.021073837077251217
602.9521,0.008494175,False,100,50,15,2210.8624803400003,0.021073837077251217
196.17136,0.032327987,False,100,50,15,2210.8624803400003,0.021073837077251217
732.75854,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2350.282,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
867.9075,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1036.8538,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
862.69037,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
29.014372,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2284.623,0.011796814,False,100,50,15,2210.8624803400003,0.021073837077251217
1357.9631,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
682.0988,0.0088505605,False,100,50,15,2210.8624803400003,0.021073837077251217
1233.8547,0.04985194,False,100,50,15,2210.8624803400003,0.021073837077251217
1258.214,0.022735942,False,100,50,15,2210.8624803400003,0.021073837077251217
705.13544,0.048667956,False,100,50,15,2210.8624803400003,0.021073837077251217
119.54547,0.022324862,False,100,50,15,2210.8624803400003,0.021073837077251217
2269.1091,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1346.9059,0.01690024,False,100,50,15,2210.8624803400003,0.021073837077251217
495.65555,0.04851573,False,100,50,15,2210.8624803400003,0.021073837077251217
354.38898,0.004745854,False,100,50,15,2210.8624803400003,0.021073837077251217
772.6418,0.029756347,False,100,50,15,2210.8624803400003,0.021073837077251217
228.67662,0.035875328,False,100,50,15,2210.8624803400003,0.021073837077251217
1603.5262,0.017144427,False,100,50,15,2210.8624803400003,0.021073837077251217
1693.0767,0.008797085,False,100,50,15,2210.8624803400003,0.021073837077251217
1878.1289,0.012203382,False,100,50,15,2210.8624803400003,0.021073837077251217
1700.0463,0.0029237438,False,100,50,15,2210.8624803400003,0.021073837077251217
1630.1427,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1746.2952,0.055891443,False,100,50,15,2210.8624803400003,0.021073837077251217
361.5296,0.04646693,False,100,50,15,2210.8624803400003,0.021073837077251217
925.1359,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2273.7112,0.009076342,False,100,50,15,2210.8624803400003,0.021073837077251217
1121.1075,0.050622765,False,100,50,15,2210.8624803400003,0.021073837077251217
842.59845,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1028.3579,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
2320.7495,0.0017903687,False,100,50,15,2210.8624803400003,0.021073837077251217
836.2707,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
102.40055,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
958.5331,0.041941985,False,100,50,15,2210.8624803400003,0.021073837077251217
539.2423,0.010386437,False,100,50,15,2210.8624803400003,0.021073837077251217
1646.5443,0.008970279,False,100,50,15,2210.8624803400003,0.021073837077251217
969.817,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1244.2278,0.053218313,False,100,50,15,2210.8624803400003,0.021073837077251217
457.42352,0.016940491,False,100,50,15,2210.8624803400003,0.021073837077251217
1064.1956,0.05230318,False,100,50,15,2210.8624803400003,0.021073837077251217
1337.3896,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1806.6322,0.056760058,False,100,50,15,2210.8624803400003,0.021073837077251217
552.13434,0.04025661,False,100,50,15,2210.8624803400003,0.021073837077251217
598.1498,0.022511877,False,100,50,15,2210.8624803400003,0.021073837077251217
375.94934,0.0464548,False,100,50,15,2210.8624803400003,0.021073837077251217
817.8483,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1716.3846,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
985.81635,0.005845099,False,100,50,15,2210.8624803400003,0.021073837077251217
939.1883,0.049551874,False,100,50,15,2210.8624803400003,0.021073837077251217
1819.1329,0.011482982,False,100,50,15,2210.8624803400003,0.021073837077251217
1865.757,0.004499915,False,100,50,15,2210.8624803400003,0.021073837077251217
2708.2837,0.0022473063,False,100,50,15,2210.8624803400003,0.021073837077251217
1010.63416,0.049708698,False,100,50,15,2210.8624803400003,0.021073837077251217
450.79584,0.047167182,False,100,50,15,2210.8624803400003,0.021073837077251217
1437.3838,0.004235468,False,100,50,15,2210.8624803400003,0.021073837077251217
905.3204,0.0072595915,False,100,50,15,2210.8624803400003,0.021073837077251217
982.456,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
799.7544,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1365.7312,0.01329241,False,100,50,15,2210.8624803400003,0.021073837077251217
2269.5234,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
626.45496,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1200.5236,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1067.4847,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
124.19035,0.00074033055,False,100,50,15,2210.8624803400003,0.021073837077251217
2721.1824,0.017188502,False,100,50,15,2210.8624803400003,0.021073837077251217
2011.4946,0.004178078,False,100,50,15,2210.8624803400003,0.021073837077251217
1903.0089,0.058151018,False,100,50,15,2210.8624803400003,0.021073837077251217
2027.1195,0.013448058,False,100,50,15,2210.8624803400003,0.021073837077251217
260.94427,0.03933902,False,100,50,15,2210.8624803400003,0.021073837077251217
732.37915,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
456.39008,0.048310082,False,100,50,15,2210.8624803400003,0.021073837077251217
735.74994,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
902.80786,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1540.4994,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
895.75055,0.030175854,False,100,50,15,2210.8624803400003,0.021073837077251217
1931.7804,0.015663572,False,100,50,15,2210.8624803400003,0.021073837077251217
2758.6382,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1809.862,0.029579047,False,100,50,15,2210.8624803400003,0.021073837077251217
1841.2634,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
1562.8177,0.0,False,100,50,15,2210.8624803400003,0.021073837077251217
