growth_rate,cost,production,n_batch,n_start,n_candidates,init_growth_rate,init_cost,init_production
0.85,2466.6494,0.023777833,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2219.8606,0.02160319,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2509.4998,0.024115106,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2528.2014,0.024238616,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2379.2717,0.023009598,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2012.7231,0.019768657,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2475.489,0.023855107,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2035.5839,0.019973572,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1998.8143,0.019616617,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2557.7415,0.02460925,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2439.4016,0.02358378,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2614.4028,0.024997937,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2320.7463,0.02254734,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1570.9142,0.015023092,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1956.8079,0.01915512,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2308.537,0.022440316,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2915.2336,0.026597727,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2684.9705,0.025419012,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2116.1191,0.020696213,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2013.6366,0.019833233,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1992.7947,0.01945842,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2199.5037,0.02147741,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1899.2256,0.018809136,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2310.24,0.022388441,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2096.1733,0.020544223,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2445.7434,0.023574527,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1659.5758,0.01628691,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2042.0125,0.020074151,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2626.443,0.024989562,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1650.2202,0.016179683,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2695.8533,0.025377065,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1956.0358,0.019330444,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2668.9968,0.025227232,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2782.8777,0.025858602,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2520.596,0.024229864,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1909.0795,0.018786592,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2027.8555,0.01995146,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2443.4275,0.023553312,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2318.2756,0.022465957,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1849.818,0.018250387,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.84495026,1239.5967,0.0,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2734.4011,0.025671417,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2336.0457,0.022676516,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2447.3423,0.023646973,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2547.1416,0.024512071,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2216.083,0.02162603,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2554.9248,0.024579091,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2434.07,0.023531666,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2125.7249,0.020832704,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2149.1758,0.021038746,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2639.6611,0.025145063,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1949.5859,0.019283991,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2762.8298,0.025817832,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2689.562,0.025433728,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2316.4832,0.022374585,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1526.1991,0.0144812325,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2469.1687,0.023763968,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1521.5131,0.014404731,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2949.52,0.026808765,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2337.9233,0.022563944,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1833.9232,0.01824379,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2343.488,0.02261377,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1905.7953,0.01893778,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1646.5339,0.015932627,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2308.1978,0.022298647,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2404.334,0.023158448,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1636.7969,0.015869493,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1439.1979,0.010899683,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2175.782,0.02118402,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2320.5088,0.022556769,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1420.8496,0.010285948,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2214.7046,0.021621002,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2783.3271,0.025898043,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2311.7585,0.022477062,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2432.502,0.023533067,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2596.9185,0.024900945,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1452.1799,0.013099906,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2176.4248,0.021255165,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2344.3262,0.022762854,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2710.9055,0.025561605,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1639.3298,0.014596696,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2043.3632,0.02011159,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1483.0287,0.012207965,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1427.3073,0.010501952,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1413.4019,0.012294593,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1650.617,0.015538381,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2422.2134,0.023416221,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1376.7146,0.008806067,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2024.7034,0.019540709,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1586.002,0.015303589,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2336.512,0.022664318,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1475.357,0.013581228,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1793.4539,0.017745942,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1371.2428,0.008620697,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2186.259,0.0210946,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2094.3003,0.02011371,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2433.1848,0.023512313,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1405.4409,0.009770543,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1384.6777,0.009075833,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1355.236,0.010367127,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2226.4648,0.021721102,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2353.2805,0.022827141,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2186.279,0.019083459,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2440.419,0.023560869,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1519.8433,0.014145141,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1547.4598,0.014575382,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1550.0934,0.014611078,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1415.6266,0.012340794,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2049.2751,0.02017365,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2819.0679,0.026082022,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2376.3357,0.023003468,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2567.8965,0.024680782,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1929.6068,0.019127652,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1630.2682,0.015735537,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2435.0244,0.023514535,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2002.7592,0.019771313,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2191.9255,0.021420812,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1693.6476,0.014599274,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1970.4707,0.019489923,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2688.756,0.025406284,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1736.9153,0.01700222,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1832.6193,0.017939182,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2065.6428,0.020319782,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1523.8527,0.014442926,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1464.8889,0.013363836,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2452.9402,0.023672068,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1440.4409,0.012856119,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2379.717,0.023056526,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1582.7529,0.015232108,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1587.151,0.015329563,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1510.4952,0.01422486,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2329.6904,0.022627262,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1539.4404,0.014697402,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1327.5814,0.008942085,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1905.0051,0.018920554,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2690.2656,0.025444966,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1449.8066,0.01237342,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1537.113,0.014659406,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1574.4951,0.015157375,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1316.4287,0.008367384,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2353.157,0.022831364,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1572.8192,0.015109235,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1800.8142,0.017872082,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1526.7711,0.01443601,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2195.7349,0.021463914,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1825.8984,0.018033626,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1714.5613,0.016443767,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1366.0271,0.009365415,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1313.081,0.008194877,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2438.1401,0.023561263,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1898.6288,0.01885969,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2199.3333,0.021495454,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2792.2405,0.025993338,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1517.2365,0.0138588725,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1478.6654,0.013230948,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1768.0272,0.017252754,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2354.4666,0.02284473,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1462.5815,0.012923552,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2262.4487,0.022047125,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2003.2112,0.01976514,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1615.1263,0.015737828,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1354.552,0.010331886,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1465.0083,0.013366315,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2668.1455,0.025297053,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1992.1548,0.019668067,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1669.734,0.016338278,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1721.5369,0.016915059,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1916.3107,0.019001408,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1510.6412,0.014227245,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2757.16,0.025772601,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1837.501,0.018221697,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2204.845,0.021531973,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1716.0793,0.016844215,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1706.6581,0.016653009,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1641.0465,0.016034495,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1449.7102,0.013048616,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2606.286,0.02496828,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2021.6046,0.019938115,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2306.6868,0.02242997,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2459.221,0.023745248,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1827.7054,0.018217683,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2082.9563,0.02047467,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1458.1685,0.012966051,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1519.3961,0.01427643,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1746.3726,0.015833527,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1666.8702,0.015104764,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1509.0043,0.0136576295,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2318.1448,0.022529382,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1634.2024,0.014550736,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2261.9258,0.022019442,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2034.0969,0.020019038,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1298.9453,0.0074664624,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1608.4476,0.0156317,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2493.6418,0.02405712,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1856.2368,0.018295307,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1587.4349,0.015319871,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1680.3344,0.016451541,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2096.8005,0.020568714,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1653.3291,0.016212437,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1673.6239,0.016392395,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2873.3262,0.026402239,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2602.9458,0.024914583,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1320.4418,0.005699736,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1446.7878,0.012987927,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1424.3943,0.012139893,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2404.1765,0.023267943,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2470.314,0.023840956,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1472.3081,0.013517912,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2256.3298,0.02198955,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,3018.2395,0.02717143,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1740.4749,0.017195676,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1963.8972,0.01942738,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2094.5432,0.020573085,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1403.6316,0.012091693,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1863.173,0.018532122,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1608.3135,0.0155943325,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1419.9674,0.012069706,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1743.5409,0.01722453,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2050.0312,0.020183148,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1272.5817,0.0060439855,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1845.6581,0.018379899,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2482.5757,0.023950793,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2392.1772,0.023171112,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1838.2979,0.018314324,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1818.232,0.01810175,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1430.4202,0.012648016,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,3021.4668,0.027177708,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1758.2689,0.017354082,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2821.9573,0.026137814,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2316.512,0.021942746,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1458.4967,0.012924967,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2540.977,0.024462795,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1484.1316,0.0137134325,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1639.455,0.01601943,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2808.3376,0.026075209,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1494.7732,0.013968192,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2309.2388,0.0224743,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1661.7498,0.01592027,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1511.2102,0.014052458,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,2565.405,0.024691893,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1637.2656,0.015943998,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1537.5105,0.014495259,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1296.5479,0.006996013,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1896.4286,0.01854013,100,50,15,0.85,2210.8624803400003,0.021073837077251217
0.85,1537.1373,0.014658926,100,50,15,0.85,2210.8624803400003,0.021073837077251217
