EX_pi_e,EX_mn2_e,EX_fe2_e,EX_glc__D_e,EX_zn2_e,EX_mg2_e,EX_ca2_e,EX_ni2_e,EX_cu2_e,EX_cobalt2_e,EX_mobd_e,EX_so4_e,EX_nh4_e,EX_k_e,EX_na1_e,EX_cl_e,EX_o2_e,EX_arg__L_e,EX_asn__L_e,EX_gln__L_e,growth rate,cost,production rate,is pareto
49.92566807637348,0.001,0.1,6.722873274438593,0.001,9.073136286188447,2.4286794809437353,0.001,0.001,0.0001,0.0005,10.0,8.948293066094967,13.948555809671783,0.8925941428134031,12.85014642360304,11.726972589818859,10.0,6.462645607971194,2.5332910719437467,0.85,3408.0486,0.0005361923,False
0.0,0.001,0.1,8.830735252816494,0.001,0.0,2.472049637176681,0.001,0.001,0.0001,0.0005,0.0,1.3069953956457525,0.0,100.0,1.324904171474933,19.063929450916135,2.142296792636129,5.545957571598143,4.821472107208146,0.0,1155.7607,0.0,False
0.0,0.001,0.1,8.44823678002031,0.001,0.0,6.504839658367162,0.001,0.001,0.0001,0.0005,1.1527734361480382,7.7234040346953,0.0,100.0,7.4671030712560595,18.440484190434805,3.1001686906511483,5.427268887956425,4.5446977181454,0.0,1315.3004,0.051674075,False
21.84039592067312,0.001,0.1,4.7103537125116794,0.001,10.0,2.9814722989755964,0.001,0.001,0.0001,0.0005,10.0,9.84558122231242,15.071989460803419,53.12466731658338,5.8241443106186,17.438862491694408,9.631065486485756,2.5007426776047765,0.27407445111329043,0.85,2195.285,0.0030170917,False
2.025979026598712,0.001,0.1,6.196223993703599,0.001,0.0,4.663141925137891,0.001,0.001,0.0001,0.0005,0.0,0.3737106183395419,2.0195840909074008,84.28036973424511,7.981923409480171,3.6432509522143675,1.9093154558722214,4.082151814373059,4.236904749731372,0.0,1083.9331,0.0,False
0.0,0.001,0.1,8.174546988698213,0.001,0.0,8.361310397346912,0.001,0.001,0.0001,0.0005,3.6636784472341994,9.656229092416268,0.0,98.96503179495411,11.197812082799366,18.014899998083614,5.327832791166369,6.49687069189884,4.921074421999397,0.0,1679.0403,0.05206711,False
0.0,0.001,0.1,7.681770084637307,0.001,0.0,10.0,0.001,0.001,0.0001,0.0005,1.2423426978377121,10.0,0.0,77.16720078443102,20.0,17.205577526179653,10.0,9.718989266539527,6.562445041525734,0.0,2403.666,0.05196689,False
35.40971009083514,0.001,0.1,8.44919194571849,0.001,6.144002425807118,7.091927735395643,0.001,0.001,0.0001,0.0005,3.8303622613758668,0.0,13.821454195276903,75.62054617871132,2.222718593664331,17.970252517048785,5.66126507558781,6.879781819733366,6.301668498989194,0.85,2999.9807,0.01734275,False
0.0,0.001,0.1,8.467501689179388,0.001,0.0,6.737204024472847,0.001,0.001,0.0001,0.0005,1.4524119991887634,6.846659433468504,0.0,100.0,7.551151888550896,18.380320108959168,3.946307640875731,6.378028431624649,5.1098312322656225,0.0,1507.9191,0.05303818,False
0.0,0.001,0.1,8.270634375921567,0.001,0.0,7.276448883422332,0.001,0.001,0.0001,0.0005,3.5188563202499252,8.782472661802638,0.0,100.0,17.781605337369797,18.26751568186581,3.267756550705814,5.562169257432768,4.2838301437711035,0.0,1410.1724,0.051104113,False
0.0,0.001,0.1,8.104897498955882,0.001,0.0,7.644292634515516,0.001,0.001,0.0001,0.0005,0.0,8.528313069667124,0.0,100.0,12.416692129195656,18.69194663711609,0.14073877046467942,0.04947944456312439,0.9385298923299358,0.0,358.73746,0.0,False
0.0,0.001,0.1,8.768059907606744,0.001,0.0,5.636430230085134,0.001,0.001,0.0001,0.0005,0.0,3.9959018507306703,0.0,100.0,8.922084786515427,18.88614702500621,1.7870616866929592,5.618613232503268,4.453509745932173,0.0,1200.9766,0.0,False
0.0,0.001,0.1,8.248918843003283,0.001,0.0,9.433098122833645,0.001,0.001,0.0001,0.0005,0.029748670705666416,9.542480249922813,0.0,100.0,8.14321076029348,18.563240177771544,4.070459237409047,4.927446868393982,3.4795216078584175,0.0,1281.3673,0.002235167,False
30.556107771875148,0.001,0.1,8.475827065325461,0.001,3.082065092066053,6.887564491202246,0.001,0.001,0.0001,0.0005,1.3746300387612866,10.0,2.5328248982282684,67.04094660863639,13.105108567148738,16.832173688476143,10.0,7.953426867578055,9.342263543656932,0.85,3221.2742,0.017543485,False
45.96636259346817,0.001,0.1,9.08735146765764,0.001,0.5089110404561313,8.089409647679611,0.001,0.001,0.0001,0.0005,3.698015129240609,10.0,0.8457045555905119,100.0,13.408733639643152,18.138723744371784,5.585313031432424,5.179047124940017,10.0,0.85,3094.5242,0.020298334,False
2.3076844897292426,0.001,0.1,7.000188933052068,0.001,0.45186088175318284,0.0,0.001,0.001,0.0001,0.0005,1.387027267811408,6.772244564824446,11.64882939658838,100.0,4.338725760793275,20.0,0.0,0.0,1.1899578231388834,1.5425727e-14,519.62726,0.025663273,False
4.455486673194746,0.001,0.1,5.049854158772016,0.001,8.078946894011741,0.0,0.001,0.001,0.0001,0.0005,8.335519426832024,0.0008644345269005695,0.034822619246789026,24.88032637244971,8.899554451218087,20.0,0.0,0.0,0.0,0.0,484.8987,2.4840072e-06,False
22.202807620788327,0.001,0.1,7.458692302971411,0.001,0.049218039698278884,4.399667712252192,0.001,0.001,0.0001,0.0005,1.9752977003206005,5.388334445044899,14.586617412857905,3.8115781969215736,6.385626900730857,18.461312406446094,6.335264110122427,3.3805806540285777,1.4757325490962039,0.85,1859.334,0.011563864,False
37.34642308942028,0.001,0.1,5.082912159444653,0.001,7.9893000962001635,8.45616273316119,0.001,0.001,0.0001,0.0005,8.342407169249125,1.8854163715167374,0.45956371075344676,17.324759301257224,1.6882916656936964,19.815997029036986,1.72262432217446,0.6839864717342425,0.011510441886918056,0.66616863,1570.6246,0.0,False
28.97907582478232,0.001,0.1,8.30204757431318,0.001,3.0429040105363665,0.0,0.001,0.001,0.0001,0.0005,1.3154436167465708,10.0,0.44202847259448175,71.39207292817,0.0,17.691506049059505,0.0,0.0,0.0,0.0,872.45746,0.028099595,False
0.0,0.001,0.1,8.081159980485733,0.001,0.0,0.0,0.001,0.001,0.0001,0.0005,6.240139419437655,0.0,12.095750883750275,83.31925583915992,0.0,20.0,0.0,0.0,0.0,0.0,433.8033,0.0,False
24.285012546588977,0.001,0.1,8.485374899817693,0.001,0.0,7.25801877735437,0.001,0.001,0.0001,0.0005,1.439307437372388,10.0,9.371368189996224,100.0,15.669069479996136,19.25076265316856,9.47540353846113,9.998948568815747,9.48189071480981,0.0,3343.0854,0.058864858,False
